,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Typ,Liczba drzwi,Liczba miejsc,Kolor,Możliwość finansowania,Faktura VAT,Kraj pochodzenia,Serwisowany w ASO,Stan,ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Elektrochromatyczne lusterka boczne,CD,Immobilizer,Radio fabryczne,Centralny zamek,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Wersja,Metalik,Alufelgi,Czujniki parkowania przednie,Elektryczne szyby tylne,Isofix,Podgrzewana przednia szyba,Czujnik deszczu,Czujniki parkowania tylne,Elektrycznie ustawiane fotele,Klimatyzacja automatyczna,Wielofunkcyjna kierownica,Elektryczne szyby przednie,Czujnik zmierzchu,Gniazdo USB,Nawigacja GPS,Perłowy,Zarejestrowany w Polsce,ASR (kontrola trakcji),Bluetooth,Dach panoramiczny,Kurtyny powietrzne,Podgrzewane lusterka boczne,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,Światła do jazdy dziennej,Tapicerka skórzana,Alarm,Asystent parkowania,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Klimatyzacja dwustrefowa,Łopatki zmiany biegów,Podgrzewane przednie siedzenia,Poduszki boczne przednie,System Start-Stop,Światła LED,Tempomat aktywny,Asystent pasa ruchu,Czujnik martwego pola,Gniazdo AUX,Kamera cofania,Komputer pokładowy,Podgrzewane tylne siedzenia,Poduszki boczne tylne,Szyberdach,Światła przeciwmgielne,Emisja CO2,VAT marża,Gwarancja dealerska (w cenie),Pierwsza rejestracja,Numer rejestracyjny pojazdu,Pierwszy właściciel,Bezwypadkowy,MP3,Relingi dachowe,Hak,Tempomat,Tapicerka welurowa,Leasing,Miesięczna rata,Klimatyzacja manualna,Filtr cząstek stałych,Ogranicznik prędkości,Gniazdo SD,HUD (wyświetlacz przezierny),Światła Xenonowe,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Klimatyzacja czterostrefowa,Ogrzewanie postojowe,Uszkodzony,Tuning,Odtwarzacz DVD,Zmieniarka CD,Radio niefabryczne,Akryl (niemetalizowany),Homologacja ciężarowa,lub do (przebieg km),Regulowane zawieszenie,Tuner TV,Okres gwarancji producenta,VIN,Kierownica po prawej (Anglik),Matowy,Zarejestrowany jako zabytek
2510,13200,"21:26, 1 lutego 2021",6081545366,Osoby prywatnej,Osobowe,Ford,Focus,Mk2 (2004-2011),2008,178 000 km,1 596 cm3,Benzyna,100 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,,,Polska,,Używane,True,True,True,,True,True,True,True,True,True,1.6 Ambiente,,,,,True,True,,,,,True,True,True,,,,,,True,,,,,True,,,True,,,True,,,,True,,,,,,True,,True,,True,,True,159 g/km,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2511,15200,"21:26, 1 lutego 2021",6081545310,Osoby prywatnej,Osobowe,Ford,Mondeo,Mk4 (2007-2014),2007,253 000 km,1 997 cm3,Diesel,130 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,,,Niemcy,,Używane,True,True,True,,True,,True,True,True,True,,,,True,True,,True,True,True,True,True,True,True,True,,,Tak,Tak,,True,,True,True,,,,,,,,,True,,True,True,,,,,,True,,,,,,True,139 g/km,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512,5900,"21:25, 1 lutego 2021",6081545049,Osoby prywatnej,Osobowe,Ford,Fiesta,Mk6 (2002-2008),2006,116 737 km,1 299 cm3,Benzyna,70 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Niebieski,,,,,Używane,,,,,,,,,,,1.3,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513,18900,"21:24, 1 lutego 2021",6080871546,Firmy,Osobowe,Ford,Mondeo,Mk4 (2007-2014),2010,178 000 km,1 596 cm3,Benzyna,125 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,,,Niemcy,Tak,Używane,True,True,True,True,True,True,True,True,True,True,1.6 Titanium,Tak,True,True,True,True,True,True,True,True,True,True,True,True,,,,Tak,True,True,,True,True,True,True,,,True,,True,True,True,,True,True,,,,,,True,,True,,True,,True,177 g/km,Tak,,,,,Tak,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,13500,"21:21, 1 lutego 2021",6081545144,Firmy,Osobowe,Ford,Focus,Mk2 (2004-2011),2007,170 000 km,1 596 cm3,Benzyna,100 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,,,Niemcy,Tak,Używane,True,True,True,,True,True,True,True,True,True,1.6 Ambiente,Tak,True,,True,,,,True,,,True,True,,,,,,True,,,True,,,,,,True,,,True,,,True,True,,,,,,,,True,,True,,True,159 g/km,Tak,,,,Tak,Tak,,,,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2515,19900,"21:20, 1 lutego 2021",6081242195,Firmy,Osobowe,Ford,Fiesta,Mk8 (2017-),2017,58 000 km,1 498 cm3,Diesel,85 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Czerwony,,,Włochy,,Używane,True,,,,,,True,True,,True,1.5 TDCi,,,,,,,True,,,,True,True,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,True,,,,True,100 g/km,Tak,,,,,,,,,,True,,,True,,,,,,,,,,,Tak,,,,,,,,,,,,,,
2516,22500,"21:20, 1 lutego 2021",6071803539,Osoby prywatnej,Osobowe,Ford,Focus,,2014,222 222 km,1 560 cm3,Diesel,95 KM,Manualna,,Kombi,5,,Srebrny,,,,,Używane,,,,,,,,,,,1.6 TDCi Titanium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,11900,"21:19, 1 lutego 2021",6081543084,Firmy,Osobowe,Ford,Fusion,,2007,184 000 km,1 388 cm3,Benzyna,80 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Czarny,,Tak,Niemcy,Tak,Używane,True,,True,,True,,True,True,True,True,1.4 Ambiente,,,,,True,True,,,,,,True,,,,Tak,,True,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,154 g/km,,,,,,Tak,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2518,21900,"21:18, 1 lutego 2021",6081840932,Osoby prywatnej,Osobowe,Ford,C-MAX,II (2010-),2011,183 294 km,1 560 cm3,Diesel,109 KM,Manualna,Na przednie koła,Minivan,5,5,Biały,,,,,Używane,True,True,True,,True,True,True,True,True,True,1.6 TDCi DPF,,True,,True,,,True,,,,True,True,True,,,,Tak,True,,,True,,,True,,,,,,True,True,,True,True,,,,,,,,,,,,True,119 g/km,,,12/08/2011,PMI16232,,,,,True,True,True,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,
2519,23800,"21:18, 1 lutego 2021",6081545185,Firmy,Osobowe,Ford,Fiesta,Mk8 (2017-),2019,53 238 km,1 084 cm3,Benzyna,85 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Szary,,Tak,Polska,Tak,Używane,True,True,True,,True,True,True,True,True,True,1.1 Trend,Tak,,,,True,,True,True,,,True,True,,True,,,Tak,True,True,,,,,,,,,,,True,,,,,,,,,,True,,True,,,,True,107 g/km,,,27/03/2019,,Tak,,True,,,,,,,True,,,True,,,,,,,,Tak,,,,,,,,,,,,,,
2520,18900,"21:18, 1 lutego 2021",6080569771,Osoby prywatnej,Osobowe,Ford,Fiesta,Mk7 (2008-),2008,90 000 km,1 242 cm3,Benzyna,82 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Niebieski,Tak,,,,Używane,True,True,True,True,True,True,True,True,True,True,1.25 Ambiente,Tak,True,True,True,True,,,True,,,True,True,,True,,,,True,True,,True,,True,,True,,True,,True,True,,,,True,,,,,,True,,True,,True,,True,133 g/km,,,,,,Tak,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2521,22500,"21:16, 1 lutego 2021",6081840910,Osoby prywatnej,Osobowe,Ford,Transit,VI (2006-),2007,429 000 km,2 198 cm3,Diesel,140 KM,Manualna,Na przednie koła,Minivan,5,9,Czerwony,,,Polska,Tak,Używane,True,True,True,,True,True,True,True,True,True,300 K TDCi,,,,,,True,True,,,,True,True,True,,,,Tak,True,,,,True,,True,,,,,,True,,,,,,,,,,,,True,,,,,200 g/km,,,,,,Tak,True,,True,True,True,,,True,,True,,,,,,,,,,,,True,,Tak,,,,,,,,,
2522,16900,"21:16, 1 lutego 2021",6067885561,Firmy,Osobowe,Ford,S-Max,I (2006-2015),2007,128 000 km,2 000 cm3,Diesel,140 KM,Manualna,Na przednie koła,Minivan,5,7,Inny kolor,,,,Tak,Używane,True,True,True,,True,True,,True,True,True,,Tak,True,True,True,True,,True,True,,,True,True,True,,,,,,,,True,True,,True,,,True,,True,True,True,,,True,,,,,,,,True,,,,True,,,,,,Tak,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523,22500,"21:15, 1 lutego 2021",6080241814,Osoby prywatnej,Osobowe,Ford,S-Max,I (2006-2015),2011,180 000 km,1 560 cm3,Diesel,115 KM,Manualna,Na przednie koła,Minivan,5,,Srebrny,Tak,,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,1.6 TDCi DPF Platinium X,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,,True,True,True,True,True,,,True,,True,True,True,,,True,,,,,,True,,True,,,,True,144 g/km,,,,,Tak,Tak,True,True,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2524,50900,"21:15, 1 lutego 2021",6080870341,Osoby prywatnej,Osobowe,Ford,Focus,Mk3 (2010-),2016,35 034 km,1 999 cm3,Benzyna,250 KM,Manualna,Na przednie koła,Kompakt,5,5,Szary,,,,Tak,Używane,True,True,True,True,,True,True,True,True,True,2.0 EcoBoost ST,Tak,True,,True,True,True,True,,,,True,True,,True,True,Tak,Tak,True,True,,,True,True,True,True,,True,,True,True,,,,True,,True,,,,True,True,True,,True,,True,159 g/km,,,01/01/2016,,,,,,,True,True,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,
2525,26999,"21:14, 1 lutego 2021",6081840722,Firmy,Osobowe,Ford,Mondeo,Mk4 (2007-2014),2007,259 167 km,2 521 cm3,Benzyna,220 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,,,Niemcy,Tak,Używane,True,True,True,,True,True,True,True,True,True,2.5,Tak,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,True,True,,True,True,,True,,True,,,True,True,True,,True,True,,,,,,True,,True,,,True,True,222 g/km,Tak,,,,,Tak,True,True,,True,True,,,,,,,,True,,,,,,,,,,,,,,True,,,,,,
2526,12800,"21:13, 1 lutego 2021",6081242558,Osoby prywatnej,Osobowe,Ford,Focus,Mk2 (2004-2011),2008,245 000 km,1 596 cm3,Benzyna+LPG,100 KM,Manualna,Na przednie koła,Kompakt,4,5,Niebieski,,,Polska,,Używane,True,True,True,,True,,True,True,True,True,,Tak,,,True,,True,,,,,,True,,,,,Tak,True,,,,,,,,,True,,,True,,,True,,,,,,,True,,,,,,,,,,23/06/2008,WML09684,,Tak,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2527,29800,"21:13, 1 lutego 2021",6051608167,Firmy,Osobowe,Ford,Kuga,I (2008-2012),2009,165 000 km,1 997 cm3,Diesel,136 KM,Manualna,Na przednie koła,SUV,5,5,Czarny,,,Niemcy,Tak,Używane,True,True,True,,True,True,True,True,True,True,,Tak,True,True,True,True,,,True,,True,True,True,,True,,,Tak,True,,,True,True,,True,True,,True,,True,True,True,,,,,,,,,True,,True,,,,True,,Tak,,05/03/2009,,Tak,Tak,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528,25900,"21:12, 1 lutego 2021",6081840819,Firmy,Osobowe,Ford,Mondeo,Mk4 (2007-2014),2007,228 715 km,2 521 cm3,Benzyna,220 KM,Manualna,Na przednie koła,Kombi,5,5,Biały,,,,,Używane,True,True,True,,True,True,True,True,True,True,2.5,,True,True,True,,True,True,True,True,True,True,True,True,,True,,,True,True,,True,True,,True,,True,,,True,True,True,,True,True,,,,,,True,,True,,,,True,222 g/km,Tak,,,,,,True,,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2529,38800,"21:11, 1 lutego 2021",6078583274,Osoby prywatnej,Osobowe,Ford,Kuga,I (2008-2012),2012,209 000 km,1 997 cm3,Diesel,140 KM,Manualna,4x4 (stały),SUV,5,5,Biały,,,,,Używane,True,True,True,,True,True,True,True,True,True,2.0 TDCi Individual,,True,True,True,,True,True,True,,,True,True,True,True,True,,Tak,,True,,,True,True,True,True,True,True,,True,True,True,,True,True,,True,,,,True,,True,,True,,True,159 g/km,,,,,,Tak,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,46000,"21:11, 1 lutego 2021",6064743638,Osoby prywatnej,Osobowe,Ford,Fusion,,2016,44 100 km,2 488 cm3,Benzyna,177 KM,Automatyczna,,Sedan,4,,Czarny,,,Stany Zjednoczone,,Używane,True,True,True,,True,True,True,True,True,True,,,True,,True,,,,True,True,,,True,True,True,True,,Tak,True,True,,,True,,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531,14800,"21:10, 1 lutego 2021",6081545104,Osoby prywatnej,Osobowe,Ford,Fiesta,Mk7 (2008-),2008,166 000 km,1 242 cm3,Benzyna,82 KM,Manualna,Na przednie koła,Auta miejskie,3,5,Niebieski,,,Polska,,Używane,True,True,True,,True,True,True,True,True,True,1.25 Trend,,True,,,True,,True,,,,True,True,True,,,,,True,True,,True,,,,,,True,,,True,,,,True,,,,,,True,,True,,True,,,120 g/km,,,01/02/2009,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2532,14900,"21:09, 1 lutego 2021",6068613074,Osoby prywatnej,Osobowe,Ford,Fiesta,Mk7 (2008-),2009,146 000 km,1 560 cm3,Diesel,90 KM,Manualna,,Auta miejskie,3,5,Czarny,,,,,Używane,True,True,True,,True,True,True,True,True,,1.6 TDCi Titanium,Tak,True,,,,,True,,,True,,True,,,,,Tak,,,,True,True,,,,,,,,,,,,True,,,,,,True,,True,,,,,,,,,,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,24999,"21:09, 1 lutego 2021",6081544446,Osoby prywatnej,Osobowe,Ford,S-Max,I (2006-2015),2009,197 476 km,2 261 cm3,Benzyna,160 KM,Automatyczna,Na przednie koła,Minivan,5,5,Srebrny,Tak,,Niemcy,Tak,Używane,True,True,True,True,True,True,True,True,True,True,2.3 Titanium,Tak,True,True,True,True,True,True,True,True,True,True,True,True,,,Tak,,True,True,,True,True,True,True,,,True,,True,True,True,,True,True,,,,,,,,True,,True,,True,232 g/km,,,31/03/2009,,,Tak,True,,,True,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2534,29900,"21:08, 1 lutego 2021",6081242528,Osoby prywatnej,Osobowe,Ford,C-MAX,II (2010-),2011,105 000 km,1 596 cm3,Benzyna,125 KM,Manualna,Na przednie koła,Minivan,5,5,Szary,,,,Tak,Używane,True,True,True,,True,True,True,True,True,True,1.6 Trend,,True,,,,True,,,,,True,True,,True,,,Tak,,True,,,,,,,,True,,,,,,True,,,,,,,True,,True,,,,,154 g/km,,,15/04/2011,WD1602C,Tak,Tak,,,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2535,27900,"21:06, 1 lutego 2021",6081008809,Osoby prywatnej,Osobowe,Ford,Fiesta,Mk7 (2008-),2015,145 000 km,1 499 cm3,Diesel,95 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Inny kolor,,,,,Używane,True,True,True,True,True,True,True,True,True,True,,Tak,True,,True,,True,True,True,,,True,True,,True,,,Tak,True,True,,,True,,,,,,,True,,True,,,,True,True,,True,,,,,,,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536,14900,"21:04, 1 lutego 2021",6081840686,Firmy,Osobowe,Ford,Focus,Mk2 (2004-2011),2007,232 587 km,1 999 cm3,Benzyna,145 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,Tak,,Holandia,Tak,Używane,True,True,True,True,True,True,True,True,True,True,2.0 16V,Tak,True,,,True,True,True,,,,True,True,True,,,,,True,,,True,True,True,,,,True,,True,True,,,,True,,,,,,,,True,,True,,,169 g/km,Tak,12 miesięcy,19/04/2007,,Tak,Tak,,,,True,True,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,
2537,5900,"21:03, 1 lutego 2021",6079887881,Osoby prywatnej,Osobowe,Ford,Mondeo,Mk3 (2000-2006),2003,357 000 km,1 999 cm3,Benzyna,145 KM,Manualna,Na przednie koła,Sedan,5,5,Inny kolor,Tak,,Polska,Tak,Używane,True,True,True,,True,True,True,True,True,True,2.0 Trend X100 / X,Tak,,,True,,True,,True,True,True,,True,,,,,Tak,,,,,True,,,,,True,,,,,,,True,,,,,,True,,True,,,,True,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2538,14500,"21:02, 1 lutego 2021",6080957420,Osoby prywatnej,Osobowe,Ford,Mondeo,Mk4 (2007-2014),2008,228 700 km,1 753 cm3,Diesel,125 KM,Manualna,Na przednie koła,Kompakt,5,5,Srebrny,,,Polska,Tak,Używane,True,True,True,,True,True,True,True,True,True,1.8 TDCi Silver X,Tak,True,,True,True,True,True,True,True,,,True,,,,,Tak,,,,,True,,True,,,True,True,True,True,True,,,,,,,,,True,,True,,,,,154 g/km,,,27/03/2009,SZY23267,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539,53000,"21:01, 1 lutego 2021",6079968851,Firmy,Osobowe,Ford,Mondeo,Mk5 (2014-),2017,173 126 km,1 997 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,5,Biały,Tak,Tak,Polska,Tak,Używane,True,True,True,,True,True,True,True,True,True,2.0 TDCi Trend,,True,True,True,True,,,True,,True,,True,True,,,,Tak,,True,,True,True,,,True,,,,,True,True,,,True,True,,,,,True,,True,,True,,True,117 g/km,,,,,Tak,Tak,True,True,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,37500,"21:00, 1 lutego 2021",6071768376,Osoby prywatnej,Osobowe,Ford,Kuga,,2011,145 000 km,1 997 cm3,Diesel,163 KM,Manualna,4x4 (dołączany automatycznie),SUV,5,5,Inny kolor,,Tak,Niemcy,,Używane,True,True,True,True,True,True,True,True,True,True,I (2008-2012),Tak,True,,True,True,True,True,,,True,True,True,True,,,Tak,Tak,True,True,True,True,True,,True,,True,True,,True,True,,,True,,,,,,,True,,True,,,,True,,,,,,,,True,True,True,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2541,29900,"20:58, 1 lutego 2021",6081542715,Osoby prywatnej,Osobowe,Ford,Focus,Mk3 (2010-),2014,119 600 km,1 997 cm3,Diesel,115 KM,Automatyczna,Na przednie koła,Kombi,5,5,Szary,,,Niemcy,Tak,Używane,True,True,True,,True,True,True,True,True,True,2.0 TDCi Titanium MPS6,Tak,True,True,True,True,True,True,True,True,,True,True,,True,True,,,True,True,,,True,,True,True,True,True,,True,True,True,,True,True,True,True,,,True,True,True,True,,True,,True,139 g/km,Tak,,27/06/2014,,,Tak,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,31900,"20:57, 1 lutego 2021",6073929439,Osoby prywatnej,Osobowe,Ford,Explorer,,1994,200 000 km,3 958 cm3,Benzyna,165 KM,Automatyczna,4x4 (dołączany ręcznie),SUV,5,,Czarny,,,,,Używane,,True,,,True,True,,True,True,True,Standard,,,,True,,,,,True,,,True,True,True,,,Tak,,,,,,,True,True,,True,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,Tak,,,True,,,,,,,,,,
2543,16600,"20:55, 1 lutego 2021",6080766900,Osoby prywatnej,Osobowe,Ford,Fiesta,Mk7 (2008-),2011,147 000 km,1 242 cm3,Benzyna,82 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Srebrny,Tak,,Niemcy,,Używane,True,True,True,,True,True,True,True,True,True,1.25 Ambiente EU5,Tak,,,,,,,,,,,True,,,,,,True,True,,True,,,,,,True,,,True,,,,True,,,,,,True,,True,,,,,129 g/km,,,15/07/2011,SUSH180,,Tak,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2544,72000,"20:55, 1 lutego 2021",6067322858,Osoby prywatnej,Osobowe,Ford,Econoline,,1997,79 021 km,7 600 cm3,Benzyna,1 KM,Automatyczna,Na tylne koła,Minivan,3,7,Biały,,,Niemcy,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,
2545,7990,"20:54, 1 lutego 2021",6080822670,Osoby prywatnej,Osobowe,Ford,Focus,Mk2 (2004-2011),2006,95 000 km,1 388 cm3,Benzyna,80 KM,Manualna,Na przednie koła,Kompakt,3,5,Srebrny,,,Niemcy,Tak,Używane,True,True,True,True,True,True,True,True,True,True,1.4 16V,Tak,,,,True,True,,,,,True,True,,,,,,True,,,,True,,True,,,,,,True,,,True,,,,,,,,,True,,,,,157 g/km,Tak,,,,,Tak,True,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2546,25900,"20:54, 1 lutego 2021",6081544632,Osoby prywatnej,Osobowe,Ford,Mondeo,Mk4 (2007-2014),2012,254 400 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,Kombi,5,5,Szary,,,Niemcy,,Używane,True,True,True,,True,True,True,True,True,True,Turnier 2.0 TDCi,Tak,True,True,True,True,True,True,True,,True,True,True,True,True,True,Tak,,True,True,,True,True,True,True,True,,,,,True,True,,True,True,,True,,,,True,,True,,,,True,129 g/km,Tak,,,,,Tak,True,True,,True,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,
2547,45900,"20:51, 1 lutego 2021",6080158812,Firmy,Osobowe,Ford,Tourneo Connect,II (2013-),2015,118 000 km,1 560 cm3,Diesel,115 KM,Manualna,Na przednie koła,Minivan,5,7,Szary,,,,,Używane,True,True,True,True,True,True,True,True,True,True,1.6 TDCi,Tak,True,True,True,,True,True,True,,True,True,True,True,True,,,Tak,True,True,True,True,True,,True,,,,True,,True,True,,True,True,True,,,True,,True,True,True,,,,True,,Tak,,,,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,29900,"20:49, 1 lutego 2021",6081544523,Firmy,Osobowe,Ford,C-MAX,II (2010-),2013,113 000 km,998 cm3,Benzyna,100 KM,Manualna,Na przednie koła,Minivan,5,5,Czarny,,,,Tak,Używane,True,True,True,,True,True,True,True,True,True,1.0 EcoBoost Start-Stopp-System,Tak,True,,True,True,True,True,True,,,True,True,True,True,,,,True,True,,True,True,True,True,True,,True,,,True,,,True,True,True,,,,,True,,True,,True,,True,117 g/km,Tak,,25/10/2013,SSS,,Tak,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2549,65500,"20:49, 1 lutego 2021",6080591013,Osoby prywatnej,Osobowe,Ford,Mondeo,Mk5 (2014-),2018,12 600 km,1 500 cm3,Benzyna,181 KM,Automatyczna,Na przednie koła,Sedan,5,5,Srebrny,,,,,Używane,True,True,True,,True,True,True,True,True,True,,Tak,True,,True,,,True,True,True,True,True,True,True,True,True,,Tak,True,True,,True,,,,True,,True,True,,True,,True,,,True,True,,,,True,True,True,,,,,,,,10/12/2020,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,36837,"20:48, 1 lutego 2021",6072065722,Osoby prywatnej,Osobowe,Ford,Transit Connect,II (2013-),2015,138 000 km,1 560 cm3,Diesel,95 KM,Manualna,Na przednie koła,Minivan,5,5,Niebieski,,Tak,Polska,Tak,Używane,True,True,True,,True,True,True,True,True,True,,Tak,,,True,True,,True,True,,,True,True,,True,,,Tak,True,True,,,,,,,,True,True,True,,,,,,,,,,,,,True,,,,,,,,22/04/2015,,,Tak,True,,True,,True,Tak,882 PLN,True,,,,,,9 592 PLN,19,"383,69 PLN",,,,,,,,,,,,,,,,,
2551,42250,"20:46, 1 lutego 2021",6080781823,Osoby prywatnej,Osobowe,Ford,Mondeo,Mk4 (2007-2014),2013,115 400 km,1 997 cm3,Diesel,163 KM,Manualna,Na przednie koła,Kombi,5,5,Biały,Tak,,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,2.0 TDCi Titanium,,True,True,True,True,True,True,True,,True,True,True,True,True,True,,,True,True,,True,True,True,True,True,True,,,True,True,True,,True,True,,True,,,,True,,True,,True,,True,139 g/km,,,27/11/2013,INHT226,,Tak,True,True,,True,,,,,Tak,True,,,True,,,,,,,,,,,,,,,,,,,,
2552,56000,"20:44, 1 lutego 2021",6080271714,Osoby prywatnej,Osobowe,Ford,Fiesta,Mk8 (2017-),2018,43 000 km,1 000 cm3,Benzyna,100 KM,Manualna,Na przednie koła,Auta miejskie,,,Złoty,,,,Tak,Używane,True,True,True,,,True,True,True,True,True,,Tak,True,,,True,True,True,True,,,True,True,True,True,,,Tak,True,True,,True,True,True,,True,,,,True,True,True,,True,True,True,True,,True,,True,True,True,,True,,True,,,,,,Tak,Tak,,True,,True,,,,True,Tak,True,,,,,,,,,,,,,,,,,,,,,,,
2553,7700,"20:43, 1 lutego 2021",6081840407,Firmy,Osobowe,Ford,Focus,Mk2 (2004-2011),2006,288 000 km,1 560 cm3,Diesel,109 KM,Manualna,Na przednie koła,Kombi,5,5,Niebieski,Tak,,,,Używane,True,True,True,,True,True,,True,True,True,1.6 TDCi Ghia,Tak,True,,True,,True,True,True,,True,True,True,True,True,,,Tak,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,,,,True,,True,,True,,True,,Tak,,,WH85287,,Tak,True,,,True,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2554,19900,"20:42, 1 lutego 2021",6080578416,Firmy,Osobowe,Ford,Mondeo,Mk4 (2007-2014),2007,280 000 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,Sedan,5,5,Inny kolor,Tak,,,,Używane,True,True,True,,True,True,True,True,True,True,2.0 TDCi Titanium,Tak,True,True,True,True,True,True,True,,True,True,True,,,True,,,True,,,True,,True,,True,True,True,,True,True,True,,True,True,,,,,,,,True,,True,,True,156 g/km,Tak,,,,,Tak,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,18900,"20:39, 1 lutego 2021",6081544270,Osoby prywatnej,Osobowe,Ford,Fiesta,Mk7 (2008-),2009,168 000 km,1 242 cm3,Benzyna,82 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Czarny,,,Niemcy,Tak,Używane,True,True,True,,True,True,True,True,True,True,1.25 Titanium,,True,,,True,,True,,,True,True,True,True,,,Tak,,True,True,,,,True,,,,True,,,True,,,True,True,,,,,,True,,True,,True,,True,120 g/km,,,01/06/2009,,Tak,Tak,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
